state,city,locality,area_sqft,bedrooms,bathrooms,parking,property_age_years,property_type,furnishing,floor_no,total_floors,price_inr
Gujarat,Ahmedabad,Satellite,798,4,4,0,2,Builder Floor,Unfurnished,24,25,6201000.0
Kerala,Kochi,Marine Drive,619,3,4,1,1,Apartment,Unfurnished,13,16,6711000.0
Goa,Margao,Fatorda,1892,2,2,1,5,Independent House,Unfurnished,23,28,15889000.0
Madhya Pradesh,Indore,Rau,1736,2,1,1,8,Apartment,Semi-Furnished,3,26,7325000.0
Delhi,New Delhi,Dwarka,1683,3,2,1,5,Apartment,Semi-Furnished,0,23,16904000.0
Tamil Nadu,Coimbatore,Peelamedu,1001,1,1,2,1,Apartment,Semi-Furnished,21,23,6248000.0
Telangana,Hyderabad,Kondapur,1054,3,4,2,1,Villa,Semi-Furnished,16,17,12142000.0
Tamil Nadu,Chennai,OMR,1506,2,1,0,25,Builder Floor,Semi-Furnished,13,14,7545000.0
Chandigarh,Chandigarh City,Sector 21,1313,2,1,0,25,Apartment,Unfurnished,16,17,8060000.0
Nagaland,Kohima,Dimapur Road,2180,3,3,1,5,Builder Floor,Furnished,21,22,7106000.0
Punjab,Ludhiana,Sarabha Nagar,1420,2,1,3,0,Builder Floor,Unfurnished,2,11,9646000.0
Haryana,Gurugram,Sohna Road,2314,4,4,0,0,Apartment,Unfurnished,11,18,14581000.0
Delhi,New Delhi,Rohini,1535,1,1,1,2,Builder Floor,Unfurnished,0,10,13968000.0
Rajasthan,Jaipur,Vaishali Nagar,2020,4,5,0,8,Apartment,Unfurnished,11,26,10142000.0
Haryana,Gurugram,Sohna Road,1850,3,3,1,1,Apartment,Unfurnished,15,22,12568000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Nani Daman,766,2,2,1,2,Apartment,Unfurnished,20,21,4012000.0
Chhattisgarh,Raipur,Shankar Nagar,808,3,4,1,12,Apartment,Unfurnished,15,18,3906000.0
Mizoram,Aizawl,Dawrpui,764,4,3,1,2,Apartment,Unfurnished,6,24,2838000.0
Uttarakhand,Dehradun,Vasant Vihar,1169,2,2,2,5,Apartment,Semi-Furnished,16,17,6902000.0
Punjab,Chandigarh,Sector 17,565,5,5,2,8,Builder Floor,Semi-Furnished,6,28,5712000.0
Goa,Panaji,Dona Paula,1071,4,3,1,5,Independent House,Furnished,3,13,12889000.0
Chhattisgarh,Raipur,Telibandha,1461,2,1,1,2,Builder Floor,Unfurnished,18,19,6862000.0
Goa,Margao,Borda,1515,1,1,1,8,Villa,Semi-Furnished,6,29,11197000.0
Kerala,Kochi,Edappally,1801,5,6,1,5,Independent House,Furnished,6,26,17267000.0
Maharashtra,Mumbai,Powai,835,4,4,0,2,Independent House,Unfurnished,0,28,14273000.0
Rajasthan,Jaipur,Malviya Nagar,1484,3,3,1,5,Independent House,Furnished,6,20,12105000.0
Karnataka,Mysuru,Gokulam,1854,1,1,2,8,Apartment,Unfurnished,13,15,9241000.0
Delhi,New Delhi,Vasant Vihar,1371,2,2,1,8,Apartment,Semi-Furnished,10,11,36463000.0
Tamil Nadu,Chennai,Adyar,870,3,4,2,5,Apartment,Unfurnished,16,17,12588000.0
Assam,Guwahati,Zoo Road,567,2,1,1,2,Apartment,Semi-Furnished,20,21,3402000.0
Haryana,Faridabad,Sector 15,1308,4,3,1,12,Independent House,Unfurnished,23,24,6816000.0
Kerala,Thiruvananthapuram,Kazhakkoottam,626,3,3,2,5,Villa,Semi-Furnished,17,18,4488000.0
Maharashtra,Pune,Wakad,1767,1,2,1,5,Villa,Semi-Furnished,21,22,16201000.0
West Bengal,Kolkata,Park Street,781,3,4,1,25,Apartment,Unfurnished,16,17,9955000.0
Arunachal Pradesh,Itanagar,Chandranagar,1614,2,3,2,12,Apartment,Furnished,5,21,5073000.0
Andaman and Nicobar Islands,Port Blair,Aberdeen Bazaar,1105,4,4,1,5,Villa,Semi-Furnished,7,14,6946000.0
Tamil Nadu,Chennai,Velachery,1151,1,1,1,8,Builder Floor,Semi-Furnished,19,20,9094000.0
Uttar Pradesh,Lucknow,Alambagh,1206,1,1,2,8,Apartment,Semi-Furnished,19,20,5339000.0
Madhya Pradesh,Indore,Rau,1315,2,3,1,12,Builder Floor,Semi-Furnished,24,25,5597000.0
Gujarat,Ahmedabad,Satellite,1574,3,4,0,2,Independent House,Unfurnished,9,10,13084000.0
Maharashtra,Pune,Viman Nagar,674,2,3,2,12,Builder Floor,Semi-Furnished,14,19,7411000.0
Uttar Pradesh,Lucknow,Hazratganj,1305,2,1,2,5,Builder Floor,Unfurnished,9,22,11407000.0
Uttar Pradesh,Lucknow,Alambagh,879,1,2,2,25,Apartment,Semi-Furnished,11,28,3761000.0
Maharashtra,Mumbai,Andheri,2142,4,4,1,0,Independent House,Unfurnished,5,6,49682000.0
Tamil Nadu,Chennai,T Nagar,1697,3,3,2,0,Apartment,Unfurnished,12,13,20723000.0
Himachal Pradesh,Shimla,Chhota Shimla,812,3,3,1,8,Apartment,Unfurnished,10,11,5539000.0
Punjab,Chandigarh,Sector 17,350,3,3,3,2,Independent House,Unfurnished,19,20,5560000.0
Madhya Pradesh,Bhopal,Kolar Road,399,2,3,2,12,Independent House,Unfurnished,8,26,1589000.0
Gujarat,Ahmedabad,Vastrapur,1426,2,2,0,8,Builder Floor,Unfurnished,24,25,12794000.0
Uttar Pradesh,Lucknow,Hazratganj,1553,1,1,1,1,Apartment,Furnished,14,18,15455000.0
Karnataka,Bengaluru,Hebbal,1561,3,2,2,2,Independent House,Semi-Furnished,0,9,11603000.0
Karnataka,Bengaluru,Hebbal,1079,1,1,1,12,Independent House,Unfurnished,15,16,7117000.0
Manipur,Imphal,Lamphelpat,649,2,2,3,5,Independent House,Furnished,18,19,2241000.0
Gujarat,Ahmedabad,Bopal,822,2,2,2,12,Villa,Furnished,17,18,6519000.0
Delhi,New Delhi,Saket,1937,3,3,2,1,Apartment,Furnished,1,15,39853000.0
Tamil Nadu,Coimbatore,RS Puram,473,3,2,1,8,Apartment,Semi-Furnished,6,28,2944000.0
Puducherry,Puducherry City,White Town,1291,2,2,2,5,Apartment,Semi-Furnished,16,17,14474000.0
Telangana,Hyderabad,Kondapur,1096,4,5,2,5,Apartment,Semi-Furnished,3,18,9172000.0
Haryana,Faridabad,Greenfield Colony,1300,4,4,0,8,Villa,Semi-Furnished,10,22,9315000.0
Delhi,New Delhi,Dwarka,1056,1,1,0,0,Apartment,Unfurnished,9,26,14476000.0
Jammu and Kashmir,Srinagar,Rajbagh,1276,1,1,1,18,Builder Floor,Semi-Furnished,21,25,7575000.0
Maharashtra,Mumbai,Bandra,1539,5,5,2,2,Independent House,Unfurnished,16,17,55829000.0
Maharashtra,Mumbai,Andheri,1372,4,4,0,5,Apartment,Semi-Furnished,24,25,26817000.0
Manipur,Imphal,Thangal Bazar,1700,2,3,0,5,Apartment,Furnished,18,19,6590000.0
Delhi,New Delhi,Rohini,405,2,1,1,18,Independent House,Furnished,22,23,3908000.0
Uttar Pradesh,Kanpur,Swaroop Nagar,421,5,5,1,8,Independent House,Unfurnished,1,10,2020000.0
Meghalaya,Shillong,Laitumkhrah,2285,3,3,1,0,Independent House,Unfurnished,16,17,13105000.0
Himachal Pradesh,Shimla,Chhota Shimla,608,3,3,2,5,Independent House,Semi-Furnished,16,17,4222000.0
Mizoram,Aizawl,Dawrpui,2489,3,3,1,12,Apartment,Unfurnished,8,9,8489000.0
Maharashtra,Mumbai,Borivali,862,3,3,2,5,Apartment,Unfurnished,17,18,15586000.0
Goa,Panaji,Dona Paula,1452,3,3,2,1,Villa,Unfurnished,8,28,25126000.0
Maharashtra,Mumbai,Bandra,810,1,2,2,12,Independent House,Unfurnished,6,26,29494000.0
Manipur,Imphal,Thangal Bazar,1639,2,1,0,18,Builder Floor,Furnished,19,20,4952000.0
Goa,Panaji,Dona Paula,1041,2,3,1,8,Apartment,Unfurnished,2,17,12699000.0
Sikkim,Gangtok,Tadong,2366,3,4,1,0,Independent House,Unfurnished,1,8,15314000.0
Gujarat,Ahmedabad,Satellite,571,3,3,1,18,Apartment,Semi-Furnished,10,11,3624000.0
Himachal Pradesh,Shimla,Mall Road,1702,3,4,1,18,Apartment,Unfurnished,14,15,15145000.0
Maharashtra,Mumbai,Bandra,1088,3,4,1,8,Apartment,Semi-Furnished,19,21,36075000.0
Odisha,Bhubaneswar,Patia,553,3,3,1,2,Apartment,Unfurnished,8,9,3301000.0
Jammu and Kashmir,Jammu,Trikuta Nagar,1928,3,4,3,5,Apartment,Semi-Furnished,12,23,10992000.0
Himachal Pradesh,Shimla,Mall Road,500,3,3,2,12,Builder Floor,Unfurnished,21,22,4309000.0
Gujarat,Surat,Adajan,2315,3,2,1,5,Apartment,Furnished,2,6,13215000.0
Karnataka,Bengaluru,Koramangala,1068,2,1,1,8,Apartment,Semi-Furnished,3,19,12207000.0
Andhra Pradesh,Vijayawada,Auto Nagar,597,3,3,3,0,Independent House,Unfurnished,20,21,2645000.0
Tamil Nadu,Coimbatore,Saibaba Colony,1325,2,2,1,18,Apartment,Semi-Furnished,6,16,7184000.0
Karnataka,Bengaluru,Koramangala,1179,2,2,1,12,Independent House,Semi-Furnished,4,9,13803000.0
Gujarat,Ahmedabad,Vastrapur,2477,4,3,2,8,Builder Floor,Semi-Furnished,19,25,21991000.0
Manipur,Imphal,Thangal Bazar,951,3,3,1,8,Apartment,Furnished,3,17,3440000.0
Gujarat,Ahmedabad,Vastrapur,942,3,3,2,1,Builder Floor,Unfurnished,13,14,8532000.0
Mizoram,Aizawl,Chanmari,630,2,1,3,0,Independent House,Semi-Furnished,1,8,2643000.0
Telangana,Hyderabad,Gachibowli,1935,2,3,0,2,Apartment,Unfurnished,24,25,16879000.0
Andaman and Nicobar Islands,Port Blair,Haddo,1649,2,2,2,1,Villa,Unfurnished,5,12,9342000.0
Nagaland,Kohima,Dimapur Road,801,3,2,0,12,Builder Floor,Unfurnished,23,24,1810000.0
Punjab,Chandigarh,Sector 35,1197,3,2,2,1,Villa,Unfurnished,2,5,13528000.0
Tamil Nadu,Chennai,OMR,1862,2,2,2,18,Builder Floor,Furnished,0,14,11819000.0
Himachal Pradesh,Shimla,Mall Road,350,2,3,2,5,Builder Floor,Semi-Furnished,14,15,3372000.0
Delhi,New Delhi,Vasant Vihar,2163,1,2,2,12,Villa,Semi-Furnished,15,22,90584000.0
Goa,Panaji,Dona Paula,962,3,3,2,8,Independent House,Semi-Furnished,19,20,12353000.0
Maharashtra,Nagpur,Civil Lines,650,2,3,1,1,Apartment,Unfurnished,16,17,3970000.0
Maharashtra,Nagpur,Dharampeth,939,3,3,1,18,Independent House,Furnished,0,20,5017000.0
Maharashtra,Mumbai,Dadar,921,2,2,1,2,Apartment,Semi-Furnished,20,21,27165000.0
Himachal Pradesh,Shimla,Mall Road,1887,4,5,2,1,Apartment,Semi-Furnished,10,29,19234000.0
Chandigarh,Chandigarh City,Sector 9,815,2,3,1,8,Villa,Furnished,1,24,15010000.0
Jammu and Kashmir,Srinagar,Rajbagh,705,3,3,1,25,Independent House,Furnished,12,13,3769000.0
Punjab,Chandigarh,Sector 22,537,2,2,1,0,Apartment,Semi-Furnished,13,14,5485000.0
Maharashtra,Pune,Wakad,1208,3,4,1,5,Villa,Semi-Furnished,17,18,12118000.0
Karnataka,Bengaluru,Indiranagar,1022,3,3,3,5,Apartment,Furnished,24,25,16583000.0
Arunachal Pradesh,Itanagar,Naharlagun,787,1,1,0,12,Villa,Semi-Furnished,17,18,3477000.0
Karnataka,Mysuru,Kuvempunagar,1371,2,3,2,5,Independent House,Semi-Furnished,3,19,7012000.0
Kerala,Kochi,Marine Drive,724,4,5,2,18,Independent House,Unfurnished,22,25,7964000.0
Gujarat,Ahmedabad,Bopal,1484,4,3,1,8,Apartment,Semi-Furnished,7,15,7849000.0
Delhi,New Delhi,Saket,1263,4,4,0,18,Apartment,Semi-Furnished,5,8,20126000.0
Chandigarh,Chandigarh City,Sector 21,350,4,3,1,1,Independent House,Semi-Furnished,5,12,3283000.0
Tripura,Agartala,Akhaura Road,1357,2,2,2,5,Apartment,Unfurnished,13,20,4770000.0
Puducherry,Puducherry City,Reddiarpalayam,2194,3,4,1,12,Apartment,Semi-Furnished,17,20,11864000.0
Rajasthan,Jaipur,C Scheme,1111,1,1,1,8,Apartment,Unfurnished,1,26,7527000.0
Chandigarh,Chandigarh City,Sector 9,447,2,3,3,25,Builder Floor,Unfurnished,19,20,3887000.0
Maharashtra,Pune,Viman Nagar,1058,2,1,2,12,Apartment,Semi-Furnished,18,19,11326000.0
Delhi,New Delhi,Saket,1507,1,2,1,2,Independent House,Furnished,14,15,33409000.0
Jharkhand,Ranchi,Kanke Road,1682,3,4,2,18,Apartment,Furnished,4,11,6868000.0
Punjab,Ludhiana,Sarabha Nagar,1629,4,5,3,5,Apartment,Unfurnished,23,24,11784000.0
Bihar,Patna,Kankarbagh,350,3,3,1,8,Independent House,Semi-Furnished,4,16,1525000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,1417,3,3,2,12,Apartment,Unfurnished,0,8,5941000.0
Chandigarh,Chandigarh City,Sector 44,350,3,4,2,25,Independent House,Furnished,9,15,2582000.0
Arunachal Pradesh,Itanagar,Naharlagun,2594,2,2,1,5,Independent House,Semi-Furnished,9,17,9071000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,864,3,3,1,12,Apartment,Furnished,23,29,4895000.0
Mizoram,Aizawl,Dawrpui,1446,3,3,3,8,Apartment,Unfurnished,7,22,5187000.0
Telangana,Hyderabad,Kukatpally,979,1,1,1,25,Apartment,Unfurnished,13,16,3871000.0
Tamil Nadu,Chennai,Velachery,1103,2,2,2,8,Independent House,Unfurnished,14,15,9267000.0
Punjab,Ludhiana,Model Town,879,4,5,0,2,Apartment,Unfurnished,17,18,5935000.0
Tamil Nadu,Coimbatore,Saibaba Colony,1754,3,3,1,12,Apartment,Furnished,6,9,10600000.0
Chandigarh,Chandigarh City,Sector 44,1439,3,2,2,5,Villa,Unfurnished,16,17,16380000.0
Assam,Guwahati,Khanapara,1462,2,3,0,8,Apartment,Furnished,15,16,6469000.0
Andaman and Nicobar Islands,Port Blair,Haddo,1176,3,3,2,2,Villa,Unfurnished,13,19,7551000.0
Kerala,Kochi,Edappally,718,2,1,1,5,Apartment,Semi-Furnished,24,25,5236000.0
Uttar Pradesh,Noida,Sector 62,1021,3,2,2,12,Apartment,Furnished,2,9,7867000.0
Jharkhand,Ranchi,Lalpur,492,4,4,1,12,Apartment,Furnished,10,11,2745000.0
Tamil Nadu,Coimbatore,Saibaba Colony,651,2,2,2,8,Apartment,Semi-Furnished,10,11,3453000.0
Sikkim,Gangtok,MG Marg,1402,4,4,2,1,Villa,Semi-Furnished,10,11,15358000.0
Uttar Pradesh,Lucknow,Alambagh,1023,3,3,1,1,Villa,Semi-Furnished,24,25,6656000.0
Madhya Pradesh,Indore,Palasia,1974,1,1,2,8,Apartment,Furnished,0,26,13751000.0
Uttar Pradesh,Lucknow,Gomti Nagar,701,2,2,2,18,Apartment,Semi-Furnished,8,14,4061000.0
Delhi,New Delhi,Rohini,1133,2,1,2,1,Villa,Semi-Furnished,1,24,14258000.0
Chhattisgarh,Raipur,Civil Lines,1387,2,2,3,0,Villa,Semi-Furnished,15,18,9915000.0
Madhya Pradesh,Indore,Vijay Nagar,719,4,4,0,18,Apartment,Unfurnished,19,20,3695000.0
Andaman and Nicobar Islands,Port Blair,Aberdeen Bazaar,2264,1,2,1,12,Apartment,Unfurnished,1,19,10589000.0
Punjab,Chandigarh,Sector 17,612,1,2,0,25,Villa,Semi-Furnished,9,23,8321000.0
Uttar Pradesh,Lucknow,Hazratganj,350,2,2,1,18,Apartment,Unfurnished,13,28,2480000.0
Gujarat,Ahmedabad,Satellite,2554,2,3,3,8,Apartment,Semi-Furnished,19,20,19736000.0
Tripura,Agartala,Banamalipur,1043,3,3,1,0,Apartment,Semi-Furnished,6,7,4782000.0
Odisha,Bhubaneswar,Patia,1785,3,2,2,8,Apartment,Unfurnished,16,17,9702000.0
Assam,Guwahati,Dispur,1480,2,3,0,25,Builder Floor,Unfurnished,9,14,6057000.0
Chhattisgarh,Raipur,Shankar Nagar,2002,4,4,2,1,Apartment,Semi-Furnished,22,28,11304000.0
Maharashtra,Nagpur,Civil Lines,1027,2,1,2,12,Apartment,Furnished,19,20,6345000.0
Manipur,Imphal,Lamphelpat,2178,3,4,1,5,Independent House,Furnished,24,25,8407000.0
Maharashtra,Pune,Koregaon Park,692,3,3,1,18,Independent House,Unfurnished,5,27,8611000.0
Kerala,Thiruvananthapuram,Kazhakkoottam,1345,2,2,1,1,Builder Floor,Semi-Furnished,17,25,6465000.0
Tamil Nadu,Coimbatore,Peelamedu,2320,5,5,1,18,Apartment,Unfurnished,9,13,10063000.0
Karnataka,Bengaluru,Electronic City,901,3,2,1,1,Apartment,Furnished,18,19,6687000.0
Madhya Pradesh,Bhopal,Kolar Road,756,1,1,2,2,Builder Floor,Semi-Furnished,9,20,3197000.0
Madhya Pradesh,Bhopal,Kolar Road,350,3,3,1,1,Apartment,Unfurnished,0,5,1360000.0
West Bengal,Kolkata,Park Street,561,2,3,1,12,Villa,Unfurnished,5,29,13674000.0
Goa,Panaji,Caranzalem,1277,2,1,1,5,Apartment,Unfurnished,3,12,11094000.0
Nagaland,Kohima,Midland,1165,4,4,1,2,Apartment,Furnished,11,12,4821000.0
Ladakh,Leh,Skara,1375,2,2,1,18,Independent House,Semi-Furnished,7,17,3457000.0
Delhi,New Delhi,Karol Bagh,1002,2,3,1,0,Apartment,Furnished,15,20,15070000.0
Lakshadweep,Kavaratti,Kavaratti Town,839,3,3,1,8,Apartment,Furnished,15,16,3860000.0
Uttarakhand,Dehradun,Rajpur Road,2221,4,5,1,18,Builder Floor,Unfurnished,20,21,11929000.0
Karnataka,Mysuru,Kuvempunagar,1034,4,3,2,5,Apartment,Furnished,21,22,5920000.0
Kerala,Thiruvananthapuram,Pattom,1113,3,3,2,8,Builder Floor,Semi-Furnished,22,28,6505000.0
Tripura,Agartala,Akhaura Road,635,2,2,2,18,Apartment,Semi-Furnished,11,15,1983000.0
Tripura,Agartala,Banamalipur,1545,2,2,1,8,Independent House,Unfurnished,14,15,5328000.0
Rajasthan,Udaipur,Fatehpura,350,3,2,1,5,Apartment,Furnished,23,24,2348000.0
Maharashtra,Nagpur,Wardha Road,1398,3,3,1,2,Apartment,Unfurnished,8,9,7526000.0
Punjab,Chandigarh,Sector 35,1345,2,1,2,12,Apartment,Unfurnished,7,8,9628000.0
Karnataka,Bengaluru,Electronic City,932,3,3,1,8,Villa,Semi-Furnished,17,18,8650000.0
Maharashtra,Pune,Koregaon Park,1225,2,2,3,25,Apartment,Unfurnished,22,23,13371000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Moti Daman,1049,1,1,1,5,Apartment,Unfurnished,22,23,4620000.0
Kerala,Thiruvananthapuram,Kowdiar,2141,5,4,2,5,Apartment,Semi-Furnished,12,13,14553000.0
Karnataka,Mysuru,Kuvempunagar,2932,4,4,2,0,Apartment,Semi-Furnished,18,28,18467000.0
Himachal Pradesh,Shimla,Mall Road,350,2,2,1,25,Builder Floor,Semi-Furnished,6,7,2413000.0
West Bengal,Kolkata,Park Street,1654,2,2,2,8,Apartment,Unfurnished,3,23,25950000.0
Karnataka,Bengaluru,Whitefield,618,4,4,1,12,Villa,Semi-Furnished,22,23,6670000.0
Karnataka,Bengaluru,Koramangala,886,2,2,2,2,Apartment,Furnished,5,29,12751000.0
Tamil Nadu,Chennai,Adyar,921,3,3,1,2,Independent House,Semi-Furnished,22,23,15769000.0
Maharashtra,Mumbai,Bandra,1683,2,2,1,5,Apartment,Semi-Furnished,17,19,55384000.0
Chandigarh,Chandigarh City,Sector 9,1440,1,2,2,2,Apartment,Unfurnished,8,18,16472000.0
Haryana,Gurugram,Golf Course Road,656,2,1,2,18,Apartment,Semi-Furnished,8,9,10715000.0
Sikkim,Gangtok,MG Marg,885,1,1,0,12,Apartment,Semi-Furnished,3,29,5882000.0
Rajasthan,Udaipur,Hiran Magri,1330,2,2,1,12,Builder Floor,Furnished,11,22,5732000.0
Bihar,Patna,Bailey Road,1016,5,5,1,18,Independent House,Semi-Furnished,9,17,6999000.0
Andhra Pradesh,Vijayawada,Benz Circle,1566,4,5,0,12,Builder Floor,Unfurnished,22,23,6407000.0
Mizoram,Aizawl,Chanmari,1265,2,1,3,18,Apartment,Semi-Furnished,11,20,3353000.0
Karnataka,Mysuru,Vijayanagar,1307,3,3,1,5,Villa,Semi-Furnished,18,26,8965000.0
Kerala,Kochi,Edappally,465,3,3,3,5,Apartment,Unfurnished,12,29,2844000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Nani Daman,701,3,3,1,8,Apartment,Semi-Furnished,17,18,3559000.0
Chandigarh,Chandigarh City,Sector 21,497,3,3,2,2,Villa,Unfurnished,13,14,6577000.0
Puducherry,Puducherry City,White Town,1343,3,3,2,8,Independent House,Unfurnished,13,27,12506000.0
Kerala,Kochi,Kakkanad,924,3,2,2,0,Apartment,Unfurnished,19,20,5841000.0
Tripura,Agartala,Akhaura Road,1218,3,3,1,18,Apartment,Unfurnished,4,5,3709000.0
Himachal Pradesh,Shimla,Sanjauli,762,4,3,1,12,Apartment,Furnished,9,23,3234000.0
Himachal Pradesh,Shimla,Sanjauli,350,3,4,1,2,Builder Floor,Furnished,19,20,2414000.0
Gujarat,Ahmedabad,Vastrapur,676,2,2,0,1,Independent House,Unfurnished,15,16,5964000.0
Uttar Pradesh,Lucknow,Hazratganj,2163,2,1,3,12,Independent House,Unfurnished,3,28,16335000.0
Bihar,Patna,Kankarbagh,2329,2,2,2,2,Independent House,Furnished,20,29,14886000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Moti Daman,992,5,5,1,2,Builder Floor,Unfurnished,10,20,4048000.0
Uttarakhand,Dehradun,Race Course,1776,2,2,2,1,Apartment,Unfurnished,10,23,12821000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,1094,2,2,2,5,Apartment,Semi-Furnished,16,26,5986000.0
Karnataka,Bengaluru,Koramangala,1975,3,3,2,1,Villa,Semi-Furnished,16,17,38210000.0
Assam,Guwahati,Zoo Road,1048,4,5,2,8,Independent House,Unfurnished,24,25,5623000.0
Maharashtra,Pune,Viman Nagar,1154,3,3,2,0,Apartment,Furnished,6,24,14506000.0
Arunachal Pradesh,Itanagar,Chandranagar,1513,3,3,1,5,Apartment,Unfurnished,20,25,4956000.0
Tamil Nadu,Coimbatore,RS Puram,1514,2,3,0,5,Independent House,Unfurnished,14,21,10143000.0
Madhya Pradesh,Indore,Vijay Nagar,2178,2,3,2,1,Independent House,Furnished,19,22,16706000.0
Bihar,Patna,Boring Road,2012,1,1,2,8,Independent House,Unfurnished,3,27,8743000.0
Lakshadweep,Kavaratti,Kavaratti Town,1507,2,2,1,18,Villa,Semi-Furnished,16,17,6931000.0
Maharashtra,Pune,Hinjewadi,565,4,4,0,12,Builder Floor,Semi-Furnished,18,22,4449000.0
Gujarat,Surat,City Light,1147,4,5,2,12,Apartment,Unfurnished,6,22,6345000.0
Tripura,Agartala,Banamalipur,610,4,3,0,0,Apartment,Unfurnished,22,23,2607000.0
Haryana,Gurugram,DLF Phase 1,350,3,4,3,12,Builder Floor,Unfurnished,11,25,3776000.0
Himachal Pradesh,Shimla,Mall Road,1534,2,3,2,5,Independent House,Unfurnished,14,15,16577000.0
Tamil Nadu,Chennai,Velachery,2298,2,1,1,8,Apartment,Unfurnished,3,21,17553000.0
Karnataka,Mysuru,Gokulam,1935,2,2,3,8,Villa,Semi-Furnished,5,19,14454000.0
Kerala,Kochi,Kakkanad,401,2,2,2,8,Apartment,Unfurnished,8,20,1916000.0
Goa,Panaji,Dona Paula,1170,1,1,0,5,Independent House,Unfurnished,4,12,15433000.0
Lakshadweep,Kavaratti,Kavaratti Town,1124,2,2,0,1,Builder Floor,Semi-Furnished,2,17,4460000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Nani Daman,2274,2,1,3,25,Apartment,Semi-Furnished,3,4,8858000.0
Puducherry,Puducherry City,White Town,2513,2,1,1,0,Independent House,Unfurnished,3,12,28148000.0
Gujarat,Ahmedabad,Bopal,1645,1,2,1,5,Apartment,Semi-Furnished,9,10,10838000.0
Andhra Pradesh,Vijayawada,Auto Nagar,1194,2,1,1,5,Independent House,Semi-Furnished,24,25,4566000.0
Manipur,Imphal,Thangal Bazar,643,2,1,1,25,Apartment,Unfurnished,14,18,1456000.0
Karnataka,Bengaluru,Hebbal,1386,1,2,2,2,Apartment,Semi-Furnished,17,22,11723000.0
West Bengal,Kolkata,Park Street,759,4,4,1,5,Independent House,Unfurnished,14,28,13686000.0
Mizoram,Aizawl,Dawrpui,1988,5,5,1,25,Apartment,Unfurnished,15,21,5420000.0
Telangana,Hyderabad,Gachibowli,813,5,6,2,8,Builder Floor,Furnished,15,16,7007000.0
Maharashtra,Pune,Wakad,1792,2,2,2,25,Villa,Unfurnished,7,23,12465000.0
Rajasthan,Jaipur,Malviya Nagar,953,2,2,1,5,Villa,Semi-Furnished,15,20,7740000.0
Haryana,Faridabad,Sector 15,1027,2,2,1,0,Apartment,Furnished,9,18,7225000.0
Maharashtra,Nagpur,Civil Lines,685,3,2,2,2,Apartment,Semi-Furnished,16,17,4959000.0
Meghalaya,Shillong,Police Bazar,885,5,5,1,8,Builder Floor,Furnished,17,18,5590000.0
Goa,Margao,Borda,350,4,5,2,12,Independent House,Semi-Furnished,0,24,2183000.0
Lakshadweep,Kavaratti,Kavaratti Town,1932,3,2,2,25,Apartment,Unfurnished,7,12,5536000.0
Gujarat,Ahmedabad,Satellite,862,4,5,2,18,Apartment,Unfurnished,12,13,5160000.0
Delhi,New Delhi,Karol Bagh,2302,3,4,0,1,Apartment,Unfurnished,12,13,32982000.0
Andhra Pradesh,Vijayawada,Benz Circle,1912,3,3,3,8,Apartment,Semi-Furnished,18,19,10762000.0
Maharashtra,Nagpur,Wardha Road,712,1,1,3,8,Apartment,Furnished,17,18,4441000.0
Karnataka,Bengaluru,Hebbal,353,3,3,1,1,Builder Floor,Unfurnished,9,17,2570000.0
Manipur,Imphal,Lamphelpat,1184,2,2,2,12,Independent House,Unfurnished,15,16,3374000.0
Tamil Nadu,Chennai,Anna Nagar,2234,4,4,0,1,Apartment,Furnished,19,20,30804000.0
Tamil Nadu,Chennai,Velachery,737,2,3,0,0,Independent House,Furnished,3,22,7166000.0
Delhi,New Delhi,Rohini,1341,2,3,3,18,Apartment,Unfurnished,20,24,10819000.0
Rajasthan,Jaipur,C Scheme,2232,3,2,0,5,Apartment,Semi-Furnished,10,17,15326000.0
Telangana,Hyderabad,Gachibowli,993,3,2,1,1,Apartment,Semi-Furnished,7,22,8982000.0
Odisha,Bhubaneswar,Patia,1455,3,2,2,25,Apartment,Unfurnished,1,13,5645000.0
Uttar Pradesh,Noida,Sector 62,990,4,3,1,18,Independent House,Semi-Furnished,2,8,6881000.0
Uttar Pradesh,Kanpur,Civil Lines,2001,1,1,1,18,Villa,Unfurnished,10,11,11745000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Moti Daman,1004,1,2,2,8,Villa,Unfurnished,5,6,5947000.0
Bihar,Patna,Boring Road,1426,3,3,1,25,Apartment,Furnished,4,27,8514000.0
Gujarat,Ahmedabad,Navrangpura,1521,3,3,1,8,Apartment,Semi-Furnished,13,14,12768000.0
Jharkhand,Ranchi,Kanke Road,1315,4,3,0,8,Apartment,Furnished,19,20,5840000.0
Karnataka,Bengaluru,Indiranagar,1957,2,2,0,8,Apartment,Unfurnished,2,9,24159000.0
Uttar Pradesh,Lucknow,Gomti Nagar,1133,2,2,1,8,Builder Floor,Unfurnished,21,22,7352000.0
